model,val_harrell_cindex,val_ipcw_cindex,test_harrell_cindex,test_ipcw_cindex,test_brier_36,test_brier_60,test_brier_84,test_brier_120
gbm,0.694311404744113,0.6339086908034721,0.6892715424946412,0.6315072110245717,0.09646937045341401,0.1398902092663095,0.17412723269825944,0.2086131202702548
lasso,0.6915626765261814,0.6286850978362816,0.6831731341459293,0.627347008963001,0.09638253729308581,0.1397115627844666,0.17410097635404098,0.20919332281409153
elastic_net,0.6914722671576623,0.6284387056342077,0.6830881001302754,0.6271436085900649,0.09640117458207387,0.1397220817713245,0.1741062287799149,0.2092142953819699
cox_ph,0.6896270846893557,0.6281812454656913,0.681493248624358,0.6258204705974638,0.09623455790773044,0.1395437572021925,0.1739597277524885,0.20905477941279849
survival_svm,0.6901278411144057,0.6275253409089119,0.6825485737543258,0.626457590212073,,,,
random_survival_forest,0.6900565150190745,0.625868126946811,0.6790891045433963,0.6216167800881249,0.09567119515879355,0.1400479369080756,0.1756937674996374,0.2115865078922794
deephit,0.40570545655588,0.4138942689743023,0.4151564798124068,0.4188686118301797,0.10493436863568678,0.1528047505172162,0.18953953781705404,0.22549677571778132
